epoch,global_step,train_loss,validation_loss,validation_mean_pixel_error,validation_visibility_accuracy,validation_heatmap_loss,mean_gradient_norm,elapsed_s
17,510,0.0791498767832915,1.1605305751164754,1.850714165662092,0.9361111111111111,1.1022777875264487,1.9700626015663147,2.0650260000002163
18,540,0.07421171516180039,1.0414633711179098,1.7562821536342421,0.9361111111111111,0.9846626480420431,1.3281288117170333,2.017062899998564
19,570,0.07339692190289497,1.2095954577128092,1.737224982588982,0.9361111111111111,1.1527432282765706,1.4331181158622106,2.0250361999987945
20,600,0.07079136098424593,1.5478012084960937,1.8740806541857922,0.9361111111111111,1.4916666666666667,1.372794080277284,2.0139841999989585
21,630,0.06989446592827638,1.172553547223409,1.7598358667451008,0.9361111111111111,1.117247184117635,1.2976291616757711,2.01479019999897
22,660,0.06936946995556355,1.414482021331787,1.8450863061861515,0.9361111111111111,1.3579767306645711,1.3954460501670838,2.0261773000001995
23,690,0.07082140942414601,1.2509735345840454,1.8017545751011337,0.9361111111111111,1.1936111768086752,1.6753392765919368,2.038246000000072
24,720,0.07307651663819949,1.4256364663441976,1.7612240392305731,0.9361111111111111,1.3703161478042603,1.742655172944069,2.0444974999991246
25,750,0.07016662520666918,1.3209344069163005,1.7977486298180947,0.9361111111111111,1.2659990151723226,1.4560666372378668,2.0789614000004804
26,780,0.06709751027325789,1.6422284682591757,1.8749410929241237,0.9361111111111111,1.5864725669225057,1.0977898945411046,2.019218199999159
27,810,0.06663196980953216,1.5197665532430014,1.7717108495393445,0.9361111111111111,1.4654531081517537,1.202706443766753,2.0516764000003604
28,840,0.06437520831823348,1.432790478070577,1.8391211006926735,0.9361111111111111,1.3797251145044962,1.0518204922477403,2.0625988000010693
29,870,0.06653274868925413,1.3530497948328655,1.703323945329404,0.9361111111111111,1.3002970298131307,1.3149658732116223,2.0536728000006406
30,900,0.06361694509784381,1.6081409454345703,1.7292466130619824,0.9361111111111111,1.5558126449584961,0.8361472129821778,2.0304902000007132
31,930,0.059710629160205524,1.3762460311253866,1.7226304111801434,0.9361111111111111,1.32460724512736,0.611901618540287,2.0901115000015125
32,960,0.06024570316076279,1.239001750946045,1.7141518220231748,0.9361111111111111,1.1877747575441997,1.0890072889626026,2.063586700000087
33,990,0.06473933334151903,1.3713217655817667,1.797982099855689,0.9361111111111111,1.3206584453582764,1.675391639272372,2.0659558000006655
34,1020,0.061520220587650935,1.361947520573934,1.7726768848332406,0.9361111111111111,1.3132942120234172,1.310213534037272,2.050931699999637
35,1050,0.05733638269205888,1.2236650228500365,1.7763024848009783,0.9361111111111111,1.1781158526738484,1.1989836941162746,2.0446397999985493
36,1080,0.05856006617347399,1.2438171625137329,1.791063378519875,0.937962962962963,1.1984702825546265,1.7350612352291743,2.0220783000004303
37,1110,0.05297246004144351,1.205614201227824,1.7137343560434826,0.9393518518518519,1.1624054272969564,1.2494341770807902,2.049932899999476
38,1140,0.04975295873979727,1.3103043874104818,1.718626465688945,0.9421296296296297,1.268782118956248,1.0639258315165838,2.032239000000118
39,1170,0.04882114256421725,1.2086033900578816,1.744257058163425,0.9407407407407408,1.162057646115621,1.2799607982238135,2.025448200000028
40,1200,0.046472082287073134,1.3252274910608928,1.7216663153070135,0.9449074074074074,1.2851345459620158,1.0978011349836985,2.04517769999984
41,1230,0.048988041716317335,1.109752861658732,1.7440131288371854,0.9361111111111111,1.0672278881072998,1.3831274698177973,2.0661748000002262
42,1260,0.04348220210522413,1.1715314944585165,1.6965868730101694,0.9430555555555555,1.1310935020446777,0.6686790212988853,2.0359533999999258
43,1290,0.042211163540681204,1.4785521745681762,1.7639299009721192,0.937037037037037,1.4369383891423544,0.7906167179346084,2.028787299999749
44,1320,0.04235882262388865,1.398678183555603,1.742793806700513,0.9407407407407408,1.3597256898880006,0.8613754620154699,2.0498117999995884
45,1350,0.04047615323215723,1.2633915185928344,1.7391957208499476,0.9458333333333333,1.2274593194325765,0.8491531317432721,2.0088719999985187
46,1380,0.039014091901481154,1.307815464337667,1.7698552615564727,0.9412037037037037,1.2711634318033853,0.8474489947160085,2.0257617999996
47,1410,0.03922904717425505,1.247428266207377,1.7146454159277247,0.9444444444444444,1.2142250378926596,0.7905097723007202,2.0649987000015244
48,1440,0.03493772335350513,1.2548773447672525,1.6996793133804518,0.9430555555555555,1.2219661792119345,0.8653515905141831,2.0263921999994636
49,1470,0.0436091302583615,1.3149436712265015,1.8064181802298738,0.9439814814814815,1.2800045013427734,1.8300147672494254,2.065906600000744
50,1500,0.05196556610365709,1.3252506812413534,1.8053859933311696,0.9412037037037037,1.2896982590357462,2.469339195887248,2.0327825999993365
51,1530,0.04891597951451938,1.1297238747278848,1.7404844621758315,0.9449074074074074,1.0965649763743082,1.9249854942162832,2.0558908999992127
52,1560,0.04373312884320815,1.323673415184021,1.7492497082869682,0.9425925925925925,1.289093542098999,1.5180117070674897,2.038825799998449
53,1590,0.04444762288282315,1.035807474454244,1.7164582536435151,0.9453703703703704,1.004114858309428,1.3635253697633742,2.0437916000009864
54,1620,0.03457919259866079,1.0313130458196005,1.7687602962867444,0.9490740740740741,1.0023417194684348,0.9549157092968623,2.03741059999993
55,1650,0.03318479520579179,1.3102916797002158,1.7544965960977104,0.950925925925926,1.2835025469462076,1.0807019382715226,2.055218999999852
56,1680,0.03149260437736909,1.047585388024648,1.6908640045558427,0.9467592592592593,1.0169369339942933,0.9477770119905472,2.0418079999999463
57,1710,0.03063649603476127,1.2180776516596477,1.6929959864102297,0.9574074074074074,1.193664538860321,1.0468014051516852,2.0579097000008915
58,1740,0.02445925815651814,1.0883774836858113,1.6665679901455088,0.9546296296296296,1.0655680576960245,0.5287639901041985,2.0394469000002573
59,1770,0.023184188082814215,1.1127705613772074,1.668007312023793,0.9597222222222223,1.0909347613652547,0.6122589583198229,2.0343862999998237
60,1800,0.022571874130517245,1.1199119091033936,1.6685108520628555,0.9523148148148148,1.095291550954183,0.6021846999724706,2.0321705999995174
61,1830,0.02254281621426344,1.1724251588185628,1.6754660526203944,0.9625,1.151333260536194,0.48192196190357206,2.0484785999997257
62,1860,0.020217379089444876,1.1491361220677694,1.6773307038108154,0.9574074074074074,1.1279042879740397,0.45239790454506873,2.0387283000000025
63,1890,0.01972601336116592,1.1342920462290447,1.6691703004016367,0.9583333333333334,1.1112741867701212,0.511401018500328,2.0427528000000166
64,1920,0.020389816196014484,1.1504932085673014,1.698417248523082,0.9583333333333334,1.1272440751393635,0.6212827747066816,2.0599679999995715
65,1950,0.021588465850800275,1.2174088954925537,1.7491227026391336,0.9574074074074074,1.1945042928059897,0.7236462031801542,2.0477797999992617
66,1980,0.020285956095904112,1.202493174870809,1.7003073310286072,0.9597222222222223,1.1825783173243205,0.5596586331725121,2.048500500000955
67,2010,0.01883740027745565,1.2016277710596721,1.715021240958828,0.9574074074074074,1.1795206944147745,0.47545548180739083,2.027526100000614
68,2040,0.018354898629089195,1.2380382617314656,1.7457786733625433,0.9648148148148148,1.2184690395991007,0.48371108025312426,2.01399709999896
69,2070,0.01792464715739091,1.2440492073694864,1.7475169678941795,0.9680555555555556,1.2252139965693156,0.557241028547287,2.0305132000012236
70,2100,0.017463374820848306,1.2419065554936728,1.749853569958967,0.961574074074074,1.2215599377950033,0.5270777384440104,2.056517899998653
71,2130,0.017400111723691224,1.325947372118632,1.7668777450727544,0.9546296296296296,1.3020440657933554,0.5193331169585387,2.0264384000001883
72,2160,0.016299449124683937,1.3024326801300048,1.7784256902104199,0.9652777777777778,1.2831010580062867,0.4646061137318611,2.0224942000004376
73,2190,0.016936085807780426,1.3537029425303142,1.7969524259029581,0.962037037037037,1.333307154973348,0.5118388871351878,2.008370300000024
74,2220,0.019088036629060903,1.395722516377767,1.8019810647332468,0.9555555555555556,1.3722158273061116,0.8809005404512088,2.036861000000499
75,2250,0.030549237442513307,1.5129462281862895,1.7147561817565375,0.95,1.4892744620641072,2.2024123797814052,2.0573319000013726
76,2280,0.04552311518539985,1.4654747009277345,1.763696785614587,0.9601851851851851,1.4430774609247843,2.6216688454151154,2.011802999999418
77,2310,0.04139401242136955,1.0894912958145142,1.6754055457110457,0.95,1.0565353512763977,2.2463269154230754,2.023049899999023
78,2340,0.03859415780752897,1.1870786428451539,1.7724253336588542,0.9476851851851852,1.1557031313578288,2.0403772075970967,2.02893210000002
79,2370,0.028664574275414148,1.1221836487452188,1.7176463714810908,0.950925925925926,1.0961169958114625,1.2264667103687923,2.0494129999988218
80,2400,0.03769404906779528,1.1109022458394369,1.726170314407726,0.9412037037037037,1.0811909914016724,2.1977062702178953,2.03514449999966
